Attempt   1: len is 6, x,y is 28,9, orientation is 1 ACCEPTED
Attempt 406: len is 7, x,y is 29,16, orientation is 0 REJECTED
Attempt 407: len is 7, x,y is 8,10, orientation is 1 REJECTED
Attempt 408: len is 6, x,y is 13,19, orientation is 1 REJECTED
Attempt 409: len is 4, x,y is 5,28, orientation is 1 REJECTED
Attempt 410: len is 6, x,y is 11,19, orientation is 0 REJECTED
Attempt 411: len is 3, x,y is 17,24, orientation is 3 REJECTED
Attempt 412: len is 6, x,y is 25,10, orientation is 1 REJECTED
Attempt 413: len is 4, x,y is 1,13, orientation is 0 REJECTED
Attempt 414: len is 4, x,y is 6,10, orientation is 3 ACCEPTED
Attempt 415: len is 7, x,y is 25,18, orientation is 0 REJECTED
Attempt 416: len is 4, x,y is 9,19, orientation is 0 REJECTED
Attempt 417: len is 7, x,y is 12,27, orientation is 2 REJECTED
Attempt 418: len is 7, x,y is 16,12, orientation is 1 REJECTED
Attempt 419: len is 4, x,y is 28,4, orientation is 2 REJECTED
Attempt 420: len is 6, x,y is 24,12, orientation is 1 REJECTED
Attempt 421: len is 6, x,y is 9,10, orientation is 0 REJECTED
Attempt 422: len is 6, x,y is 1,20, orientation is 3 REJECTED
Attempt 423: len is 4, x,y is 11,26, orientation is 1 REJECTED
Attempt 424: len is 6, x,y is 3,18, orientation is 1 REJECTED
Attempt 425: len is 5, x,y is 9,15, orientation is 0 REJECTED
Attempt 426: len is 5, x,y is 11,17, orientation is 3 REJECTED
Attempt 427: len is 6, x,y is 7,27, orientation is 0 REJECTED
Attempt 428: len is 4, x,y is 29,24, orientation is 3 REJECTED
Attempt 429: len is 7, x,y is 19,26, orientation is 0 REJECTED
Attempt 430: len is 7, x,y is 21,17, orientation is 1 REJECTED
Attempt 431: len is 3, x,y is 29,9, orientation is 3 REJECTED
Attempt 432: len is 5, x,y is 23,17, orientation is 2 REJECTED
Attempt 433: len is 4, x,y is 10,13, orientation is 0 REJECTED
Attempt 434: len is 4, x,y is 19,11, orientation is 1 REJECTED
Attempt 435: len is 5, x,y is 24,14, orientation is 3 REJECTED
Attempt 436: len is 4, x,y is 1,29, orientation is 0 REJECTED
Attempt 437: len is 7, x,y is 29,13, orientation is 3 REJECTED
Attempt 438: len is 7, x,y is 28,28, orientation is 0 REJECTED
Attempt 439: len is 6, x,y is 9,27, orientation is 1 REJECTED
Attempt 440: len is 4, x,y is 6,15, orientation is 0 REJECTED
Attempt 441: len is 7, x,y is 7,14, orientation is 0 REJECTED
Attempt 442: len is 3, x,y is 22,29, orientation is 2 REJECTED
Attempt 443: len is 7, x,y is 15,25, orientation is 2 REJECTED
Attempt 444: len is 5, x,y is 4,20, orientation is 2 REJECTED
Attempt 445: len is 4, x,y is 9,8, orientation is 3 REJECTED
Attempt 446: len is 3, x,y is 18,17, orientation is 3 REJECTED
Attempt 447: len is 3, x,y is 3,16, orientation is 3 REJECTED
Attempt 448: len is 3, x,y is 1,11, orientation is 0 REJECTED
Attempt 449: len is 3, x,y is 10,10, orientation is 1 REJECTED
Attempt 450: len is 7, x,y is 18,10, orientation is 3 REJECTED
Attempt 451: len is 5, x,y is 5,2, orientation is 0 REJECTED
Attempt 452: len is 7, x,y is 7,20, orientation is 0 REJECTED
Attempt 453: len is 6, x,y is 0,18, orientation is 2 REJECTED
Attempt 454: len is 4, x,y is 23,10, orientation is 2 REJECTED
Attempt 455: len is 7, x,y is 19,22, orientation is 2 ACCEPTED
Attempt 456: len is 7, x,y is 22,11, orientation is 3 REJECTED
Attempt 457: len is 7, x,y is 28,0, orientation is 1 REJECTED
Attempt 458: len is 3, x,y is 10,28, orientation is 0 REJECTED
Attempt 459: len is 6, x,y is 5,17, orientation is 0 REJECTED
Attempt 460: len is 7, x,y is 20,8, orientation is 2 REJECTED
Attempt 461: len is 6, x,y is 5,0, orientation is 3 REJECTED
Attempt 462: len is 7, x,y is 15,7, orientation is 2 REJECTED
Attempt 463: len is 3, x,y is 25,17, orientation is 2 ACCEPTED
Attempt 464: len is 3, x,y is 18,13, orientation is 3 REJECTED
Attempt 465: len is 6, x,y is 22,29, orientation is 3 REJECTED
Attempt 466: len is 4, x,y is 29,7, orientation is 1 REJECTED
Attempt 467: len is 4, x,y is 10,3, orientation is 1 REJECTED
Attempt 468: len is 5, x,y is 1,29, orientation is 2 REJECTED
Attempt 469: len is 5, x,y is 0,28, orientation is 3 REJECTED
Attempt 470: len is 3, x,y is 12,29, orientation is 0 REJECTED
Attempt 471: len is 7, x,y is 14,4, orientation is 0 REJECTED
Attempt 472: len is 4, x,y is 15,24, orientation is 1 REJECTED
Attempt 473: len is 7, x,y is 0,23, orientation is 0 REJECTED
Attempt 474: len is 7, x,y is 3,26, orientation is 0 REJECTED
Attempt 475: len is 5, x,y is 27,7, orientation is 3 REJECTED
Attempt 476: len is 4, x,y is 20,17, orientation is 0 REJECTED
Attempt 477: len is 4, x,y is 23,24, orientation is 1 REJECTED
Attempt 478: len is 4, x,y is 18,22, orientation is 3 REJECTED
Attempt 479: len is 7, x,y is 22,14, orientation is 0 REJECTED
Attempt 480: len is 3, x,y is 10,27, orientation is 3 ACCEPTED
Attempt 481: len is 3, x,y is 24,2, orientation is 3 REJECTED
Attempt 482: len is 7, x,y is 16,21, orientation is 1 REJECTED
Attempt 483: len is 4, x,y is 25,17, orientation is 1 REJECTED
Attempt 484: len is 3, x,y is 29,0, orientation is 0 REJECTED
Attempt 485: len is 6, x,y is 7,5, orientation is 1 REJECTED
Attempt 486: len is 6, x,y is 7,14, orientation is 2 REJECTED
Attempt 487: len is 5, x,y is 24,18, orientation is 3 REJECTED
Attempt 488: len is 6, x,y is 28,5, orientation is 1 REJECTED
Attempt 489: len is 3, x,y is 12,3, orientation is 3 REJECTED
Attempt 490: len is 4, x,y is 12,16, orientation is 3 REJECTED
Attempt 491: len is 3, x,y is 26,12, orientation is 3 REJECTED
Attempt 492: len is 6, x,y is 6,2, orientation is 1 REJECTED
Attempt 493: len is 3, x,y is 8,18, orientation is 1 REJECTED
Attempt 494: len is 4, x,y is 22,25, orientation is 3 REJECTED
Attempt 495: len is 3, x,y is 8,23, orientation is 2 ACCEPTED
Attempt 496: len is 7, x,y is 9,28, orientation is 1 REJECTED
Attempt 497: len is 7, x,y is 5,2, orientation is 1 REJECTED
Attempt 498: len is 7, x,y is 20,19, orientation is 0 REJECTED
Attempt 499: len is 6, x,y is 8,12, orientation is 1 REJECTED
Attempt 500: len is 6, x,y is 11,25, orientation is 2 REJECTED
Attempt 501: len is 3, x,y is 29,15, orientation is 3 REJECTED
Attempt 502: len is 4, x,y is 1,15, orientation is 1 REJECTED
Attempt 503: len is 3, x,y is 6,4, orientation is 1 REJECTED
Attempt 504: len is 4, x,y is 20,28, orientation is 3 REJECTED
Attempt 505: len is 6, x,y is 17,18, orientation is 0 REJECTED
Attempt 506: len is 4, x,y is 7,11, orientation is 0 REJECTED
Attempt 507: len is 4, x,y is 6,0, orientation is 1 REJECTED
Attempt 508: len is 7, x,y is 21,2, orientation is 3 REJECTED
Attempt 509: len is 3, x,y is 5,25, orientation is 0 REJECTED
Attempt 510: len is 4, x,y is 8,13, orientation is 2 REJECTED
Attempt 511: len is 7, x,y is 28,18, orientation is 0 REJECTED
Attempt 512: len is 7, x,y is 7,20, orientation is 0 REJECTED
Attempt 513: len is 3, x,y is 26,2, orientation is 3 ACCEPTED
Attempt 514: len is 4, x,y is 19,11, orientation is 3 REJECTED
Attempt 515: len is 7, x,y is 24,0, orientation is 2 REJECTED
Attempt 516: len is 6, x,y is 29,29, orientation is 2 REJECTED
Attempt 517: len is 3, x,y is 6,27, orientation is 0 REJECTED
Attempt 518: len is 7, x,y is 27,3, orientation is 2 REJECTED
Attempt 519: len is 7, x,y is 8,11, orientation is 0 REJECTED
Attempt 520: len is 5, x,y is 25,10, orientation is 1 REJECTED
Attempt 521: len is 4, x,y is 5,9, orientation is 2 REJECTED
Attempt 522: len is 6, x,y is 25,14, orientation is 3 REJECTED
Attempt 523: len is 6, x,y is 10,21, orientation is 2 REJECTED
Attempt 524: len is 5, x,y is 29,9, orientation is 3 REJECTED
Attempt 525: len is 4, x,y is 15,2, orientation is 1 REJECTED
Attempt 526: len is 4, x,y is 13,16, orientation is 0 REJECTED
Attempt 527: len is 4, x,y is 22,18, orientation is 2 REJECTED
Attempt 528: len is 5, x,y is 1,17, orientation is 1 ACCEPTED
Attempt 529: len is 6, x,y is 27,10, orientation is 1 REJECTED
Attempt 530: len is 5, x,y is 0,14, orientation is 2 REJECTED
Attempt 531: len is 3, x,y is 11,26, orientation is 0 ACCEPTED
Attempt 532: len is 3, x,y is 8,9, orientation is 0 REJECTED
Attempt 533: len is 5, x,y is 15,1, orientation is 1 REJECTED
Attempt 534: len is 3, x,y is 25,17, orientation is 1 REJECTED
Attempt 535: len is 3, x,y is 6,2, orientation is 2 REJECTED
Attempt 536: len is 3, x,y is 10,8, orientation is 3 REJECTED
Attempt 537: len is 7, x,y is 21,3, orientation is 3 REJECTED
Attempt 538: len is 7, x,y is 0,13, orientation is 1 REJECTED
Attempt 539: len is 7, x,y is 7,23, orientation is 0 REJECTED
Attempt 540: len is 4, x,y is 25,23, orientation is 2 REJECTED
Attempt 541: len is 4, x,y is 23,4, orientation is 1 ACCEPTED
Boats placed:
  68   0   0  56   0   0  29  29  29   0   0   0   0   0   0   0   0   0   0  12   0   0   0   0   0   0   0  47   0   0
  68   0   0  56   0   0   0   0   0   0   0   0  10   0  65   0   0   0   0  12  70   0   0   0   0   0  47   0   0   0
  68   0   0  56   0   0   2   2   2   2   2  10   0   0  65   0  75   0   0  12  70  14  14  14  14  47  87   0   0   0
  68   0   0  56   0   0   0   0   0   0  10  32   0   0  65  75   0   0  42  12  70  19   0  49  47  87  23   0   0   0
  39   0   0   0   0  25   0   4   0   0   0  32   0   0  75   0   0  42   0   0  19   0  49  90  87   0   0  23   0   0
   0  39   0   0  25   0   4   0  69   0   0  32   0  75   0   0  42   0   0  19   0  49   0  90   0   5  48   0  23   0
   0   0  39  25   0   4   0  69   0   0   0  32  75   0   0   0   0   0  19   0  49   0   0  90   0   0   5  48   0  23
   0   0  25   0   4   0  69  40   0   0  81  32   0  17   0  57   0  19   0   0   0   0   0  90   0  61   0   5  48   0
   0   0   0   4   0  69  40   0   0  81  16  32   0  17   0  57  19  52  22   0   0   0   0   0   0  61   0   0   5  48
   0   0   0   0  69  40   0   0  81  16   0  32  63  17   0  57   0   0  52  22   0   0   0   0   0  61  71   0   1   0
   0   0   0  69  40  46  82  81  16   0   0  63  59  17   0  57   0  74   0  52  22   0   0   0   0  71   0   0   1   0
   0   0  69  40  46  82  81  16   0   0  63   0  59  17   0   0   0  76  74   0  52  22   0   0  71   0   0   0   1   0
   0   0   0  46  82  81  16   0   0  63   0   0  59  17   0   0  76   0   0  74   0  52  22  71  26  13  13  13   1   9
   0   0   0  82  81  16   0   0  63   0   0   0  59   0   0  76   0   0   0   0  74   0  52  26   0  77   0   0   1   9
   0   0   0  60  16   0   0   0  38  38  38  38   0   0   0   0   0   3   0   0   0   0  26  44   0  77   0   0   1   9
   0   0  60   0   0   0   0  58  58  58  58  58  58   0  15   0  27   3   0   0   0  26  44   0   0  77   0   0   0   9
   0  60  30   0   0  33  64  64  64  64   0   0   0  15   0   0  27   3   0   0  26  44   0  24  24  24   0   0   0   0
  60  88  30   0   0  33   0   0   0   0   0   0  15   0   0   0  27   3   0  26  44   7   0   0   0  84   0   0   0   0
  18  88  30   0   0  33  28   6   6   6   6  15   0  45  45  45   0   3   0  44   0   0   7  67  20   0  84   0   0  50
  18  88  30   0   0  33  28   0   0   0  15  54   0   0   0   0   0   3   0   0   0   0   0   7  67  20   0  84   0  50
  18  88  30   0   0  33  28   0   0   0  54   0   0   0   0  73   0   0   0   0   0  53  53  53   7  67  20   0   0  50
   0  88  30   0   0  33  28   0   0  54   0   0   0   0   0   0  73   0   0   0   0   0   0  43   0   7  67  20   0   0
   0   0   0  41   0   0   0   0  31  31  31  31  31  31  31   0   0  73   0  83   0   0   0  43  35  36   7  67   0   0
   0  79   0  41   0   0   0  34  86   0   0   0   0   0   0   0  51  51  51  72  83   0   0  43   0  35  36   0  67   0
   0  79   0  41  80  80  80  55  34  86   0   0   0   0   0  21   0   0   0   8  72  83   0  43  37   0  35  36   0  67
   0  79   0  41   0   0  55   0  11  34  86   0   0   0   0  21   0   0   0   8   0  72  83  43  37   0   0  35   0   0
   0  79   0  41   0  55   0  11   0   0  34  89  89  89   0  21   0   0   0   8   0  66   0  83  37   0   0   0  35   0
   0  79   0   0  55   0  11   0   0   0  85  34   0   0  62  21   0   0   0   8   0  66   0   0  83   0   0   0   0  35
   0  79   0   0   0  11   0   0   0  85   0   0  34   0   0  62   0   0   0   8   0  66   0   0   0  83  78  78  78  78
   0   0   0   0  11   0   0   0  85   0   0   0   0  34   0   0  62   0   0   8   0   0   0   0   0   0   0   0   0   0

