Attempt   1: len is 6, x,y is 28,9, orientation is 1 ACCEPTED
Attempt 408: len is 6, x,y is 13,19, orientation is 1 REJECTED
Attempt 409: len is 4, x,y is 5,28, orientation is 1 REJECTED
Attempt 410: len is 6, x,y is 11,19, orientation is 0 REJECTED
Attempt 411: len is 3, x,y is 17,24, orientation is 1 ACCEPTED
Boats placed:
   0  48  48  48   0   0  25  25  25   0   0   0   0   0   0   0   0   0   0  11   0   0   0   0   0  46  46  46  46   0
   0   0   0   0   0   0   0   0   0   0   0   0   9   0   0  41   0   0   0  11   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   2   2   2   2   2   0   9   0   0  41   0   0   0  11   0  13  13  13  13   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0   9   0   0  41   0   0   0  11   0   0   0   0   0   0  21  21  21  21
  33  33  33   0   0  22   0   4   0   0   0   0   0   0   0  41   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0  22   0   4   0  45  45  45   0   0   0  41   0   0   0   0   0   0   0   0   0   5   5   5   5   0
   0   0   0   0   0  22   0   4   0   0   0   0   0   0   0   0   0  18  18  18  18   0   0   0   0   0   0   0   0   0
   0   0   0  29   0  22   0   4   0   0   0   0   0  16   0  36   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0  29   0   0   0   4   0   0  15   0   0  16   0  36   0   0  20  20  20  20  20   0   0   0   0   0   0   0
   0   0   0  29   0   0   0   0   0   0  15   0   0  16   0  36   0   0   0   0   0   0   0   0   0   0   0   0   1   0
   0   0   0  29   0  37   0   0   0   0  15   0   0  16   0  36   0  43  43  43  43   0   0   0   0   0  27   0   1   0
   0   0   0  29   0  37   0   0   0   0  15   0   0  16   0   0   0   0   0   0   0   0   0  23   0   0  27   0   1   0
   0   0   0  29   0  37   0   0   0   0  15   0   0  16   0   0   0   0   0   0   0   0   0  23   0   0  27   0   1   0
   0   0   0   0   0   0   0   0  42   0  15   0   0   0   0   0   0   0   0   0   0   0   0  23   0   0  27   0   1   0
   0   0   0   0   0   0   0   0  42   0  15   0   0   0   0   0   0   3   0   0   0   0   0  23   0   0  27   0   1   0
   0   0   0   0   0   0   0   0  42   0   0   0  39   0  14   0   0   3   0   0   0   0   0  23   0   0  27   0   0   0
   0   0  26   0   0  30   0   0   0   0   0   0  39   0  14   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0
   0   0  26   0   0  30   0   0   0   0   0   0  39   0  14   0   0   3   0  34   0   7   7   7   7   7   7   0   0   0
  17   0  26   0   0  30   0   6   6   6   6   0   0   0  14   0   0   3   0  34   0   0   0   0   0   0   0   0   0  40
  17   0  26   0   0  30   0   0   0   0   0   0   0   0  14   0   0   3   0  34   0   0   0   0   0   0   0   0   0  40
  17   0  26   0   0  30   0   0   0   0   0   0   0   0   0   0   0   0   0  34   0   0  35  35  35  35   0   0   0  40
   0   0  26   0   0  30   0   0   0   0   0   0   0   0   0   0   0   0   0  34   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0  28  28  28  28  28  28  28   0   0   0   0  34   0   0   0   0  32  32  32  32  32  32
   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0  47  47  47   0   0   0   0   0   0   0   0  19   0  50   0   8   0   0   0   0  49  49  49   0   0   0
   0   0   0   0   0   0   0   0  10   0   0   0   0   0   0  19   0  50   0   8   0   0   0   0   0   0   0   0   0  38
   0   0   0   0   0   0   0   0  10   0   0  44   0   0   0  19   0  50   0   8   0  12  12  12  12  12   0   0   0  38
   0   0   0   0   0   0   0   0  10   0   0  44   0   0   0  19   0   0   0   8   0   0   0   0   0   0   0   0   0  38
   0  24  24  24  24  24   0   0  10   0   0  44   0   0   0   0   0   0   0   8   0   0   0   0   0   0   0   0   0  38
   0   0   0   0   0   0   0   0  10   0   0   0   0  31  31  31  31  31   0   8   0   0   0   0   0   0   0   0   0   0

