Attempt   1: len is 6, x,y is 28,9, orientation is 1 ACCEPTED
Attempt 409: len is 4, x,y is 5,28, orientation is 1 REJECTED
Attempt 410: len is 6, x,y is 11,19, orientation is 0 REJECTED
Attempt 411: len is 3, x,y is 17,24, orientation is 3 REJECTED
Attempt 412: len is 6, x,y is 25,10, orientation is 1 REJECTED
Attempt 413: len is 4, x,y is 1,13, orientation is 0 REJECTED
Attempt 414: len is 4, x,y is 6,10, orientation is 3 REJECTED
Attempt 415: len is 7, x,y is 25,18, orientation is 0 REJECTED
Attempt 416: len is 4, x,y is 9,19, orientation is 0 REJECTED
Attempt 417: len is 7, x,y is 12,27, orientation is 2 REJECTED
Attempt 418: len is 7, x,y is 16,12, orientation is 1 REJECTED
Attempt 419: len is 4, x,y is 28,4, orientation is 2 REJECTED
Attempt 420: len is 6, x,y is 24,12, orientation is 1 REJECTED
Attempt 421: len is 6, x,y is 9,10, orientation is 0 REJECTED
Attempt 422: len is 6, x,y is 1,20, orientation is 3 REJECTED
Attempt 423: len is 4, x,y is 11,26, orientation is 1 REJECTED
Attempt 424: len is 6, x,y is 3,18, orientation is 1 REJECTED
Attempt 425: len is 5, x,y is 9,15, orientation is 0 REJECTED
Attempt 426: len is 5, x,y is 11,17, orientation is 3 REJECTED
Attempt 427: len is 6, x,y is 7,27, orientation is 0 REJECTED
Attempt 428: len is 4, x,y is 29,24, orientation is 3 REJECTED
Attempt 429: len is 7, x,y is 19,26, orientation is 0 REJECTED
Attempt 430: len is 7, x,y is 21,17, orientation is 1 REJECTED
Attempt 431: len is 3, x,y is 29,9, orientation is 3 REJECTED
Attempt 432: len is 5, x,y is 23,17, orientation is 2 REJECTED
Attempt 433: len is 4, x,y is 10,13, orientation is 0 REJECTED
Attempt 434: len is 4, x,y is 19,11, orientation is 1 REJECTED
Attempt 435: len is 5, x,y is 24,14, orientation is 3 REJECTED
Attempt 436: len is 4, x,y is 1,29, orientation is 0 REJECTED
Attempt 437: len is 7, x,y is 29,13, orientation is 3 REJECTED
Attempt 438: len is 7, x,y is 28,28, orientation is 0 REJECTED
Attempt 439: len is 6, x,y is 9,27, orientation is 1 REJECTED
Attempt 440: len is 4, x,y is 6,15, orientation is 0 REJECTED
Attempt 441: len is 7, x,y is 7,14, orientation is 0 REJECTED
Attempt 442: len is 3, x,y is 22,29, orientation is 2 REJECTED
Attempt 443: len is 7, x,y is 15,25, orientation is 2 REJECTED
Attempt 444: len is 5, x,y is 4,20, orientation is 2 REJECTED
Attempt 445: len is 4, x,y is 9,8, orientation is 3 REJECTED
Attempt 446: len is 3, x,y is 18,17, orientation is 3 REJECTED
Attempt 447: len is 3, x,y is 3,16, orientation is 3 REJECTED
Attempt 448: len is 3, x,y is 1,11, orientation is 0 REJECTED
Attempt 449: len is 3, x,y is 10,10, orientation is 1 REJECTED
Attempt 450: len is 7, x,y is 18,10, orientation is 3 REJECTED
Attempt 451: len is 5, x,y is 5,2, orientation is 0 REJECTED
Attempt 452: len is 7, x,y is 7,20, orientation is 0 ACCEPTED
Attempt 453: len is 6, x,y is 0,18, orientation is 2 REJECTED
Attempt 454: len is 4, x,y is 23,10, orientation is 2 REJECTED
Attempt 455: len is 7, x,y is 19,22, orientation is 2 REJECTED
Attempt 456: len is 7, x,y is 22,11, orientation is 3 REJECTED
Attempt 457: len is 7, x,y is 28,0, orientation is 1 REJECTED
Attempt 458: len is 3, x,y is 10,28, orientation is 0 REJECTED
Attempt 459: len is 6, x,y is 5,17, orientation is 0 REJECTED
Attempt 460: len is 7, x,y is 20,8, orientation is 2 REJECTED
Attempt 461: len is 6, x,y is 5,0, orientation is 3 REJECTED
Attempt 462: len is 7, x,y is 15,7, orientation is 2 REJECTED
Attempt 463: len is 3, x,y is 25,17, orientation is 2 REJECTED
Attempt 464: len is 3, x,y is 18,13, orientation is 3 REJECTED
Attempt 465: len is 6, x,y is 22,29, orientation is 3 REJECTED
Attempt 466: len is 4, x,y is 29,7, orientation is 1 REJECTED
Attempt 467: len is 4, x,y is 10,3, orientation is 1 REJECTED
Attempt 468: len is 5, x,y is 1,29, orientation is 2 REJECTED
Attempt 469: len is 5, x,y is 0,28, orientation is 3 REJECTED
Attempt 470: len is 3, x,y is 12,29, orientation is 0 REJECTED
Attempt 471: len is 7, x,y is 14,4, orientation is 0 REJECTED
Attempt 472: len is 4, x,y is 15,24, orientation is 1 REJECTED
Attempt 473: len is 7, x,y is 0,23, orientation is 0 REJECTED
Attempt 474: len is 7, x,y is 3,26, orientation is 0 REJECTED
Attempt 475: len is 5, x,y is 27,7, orientation is 3 REJECTED
Attempt 476: len is 4, x,y is 20,17, orientation is 0 REJECTED
Attempt 477: len is 4, x,y is 23,24, orientation is 1 REJECTED
Attempt 478: len is 4, x,y is 18,22, orientation is 3 REJECTED
Attempt 479: len is 7, x,y is 22,14, orientation is 0 REJECTED
Attempt 480: len is 3, x,y is 10,27, orientation is 3 REJECTED
Attempt 481: len is 3, x,y is 24,2, orientation is 3 REJECTED
Attempt 482: len is 7, x,y is 16,21, orientation is 1 REJECTED
Attempt 483: len is 4, x,y is 25,17, orientation is 1 REJECTED
Attempt 484: len is 3, x,y is 29,0, orientation is 0 REJECTED
Attempt 485: len is 6, x,y is 7,5, orientation is 1 REJECTED
Attempt 486: len is 6, x,y is 7,14, orientation is 2 REJECTED
Attempt 487: len is 5, x,y is 24,18, orientation is 3 REJECTED
Attempt 488: len is 6, x,y is 28,5, orientation is 1 REJECTED
Attempt 489: len is 3, x,y is 12,3, orientation is 3 REJECTED
Attempt 490: len is 4, x,y is 12,16, orientation is 3 REJECTED
Attempt 491: len is 3, x,y is 26,12, orientation is 3 REJECTED
Attempt 492: len is 6, x,y is 6,2, orientation is 1 REJECTED
Attempt 493: len is 3, x,y is 8,18, orientation is 1 REJECTED
Attempt 494: len is 4, x,y is 22,25, orientation is 3 REJECTED
Attempt 495: len is 3, x,y is 8,23, orientation is 2 REJECTED
Attempt 496: len is 7, x,y is 9,28, orientation is 1 REJECTED
Attempt 497: len is 7, x,y is 5,2, orientation is 1 REJECTED
Attempt 498: len is 7, x,y is 20,19, orientation is 0 REJECTED
Attempt 499: len is 6, x,y is 8,12, orientation is 1 REJECTED
Attempt 500: len is 6, x,y is 11,25, orientation is 2 REJECTED
Attempt 501: len is 3, x,y is 29,15, orientation is 3 REJECTED
Attempt 502: len is 4, x,y is 1,15, orientation is 1 REJECTED
Attempt 503: len is 3, x,y is 6,4, orientation is 1 REJECTED
Attempt 504: len is 4, x,y is 20,28, orientation is 3 REJECTED
Attempt 505: len is 6, x,y is 17,18, orientation is 0 REJECTED
Attempt 506: len is 4, x,y is 7,11, orientation is 0 REJECTED
Attempt 507: len is 4, x,y is 6,0, orientation is 1 REJECTED
Attempt 508: len is 7, x,y is 21,2, orientation is 3 REJECTED
Attempt 509: len is 3, x,y is 5,25, orientation is 0 REJECTED
Attempt 510: len is 4, x,y is 8,13, orientation is 2 REJECTED
Attempt 511: len is 7, x,y is 28,18, orientation is 0 REJECTED
Attempt 512: len is 7, x,y is 7,20, orientation is 0 REJECTED
Attempt 513: len is 3, x,y is 26,2, orientation is 3 REJECTED
Attempt 514: len is 4, x,y is 19,11, orientation is 3 REJECTED
Attempt 515: len is 7, x,y is 24,0, orientation is 2 REJECTED
Attempt 516: len is 6, x,y is 29,29, orientation is 2 REJECTED
Attempt 517: len is 3, x,y is 6,27, orientation is 0 REJECTED
Attempt 518: len is 7, x,y is 27,3, orientation is 2 REJECTED
Attempt 519: len is 7, x,y is 8,11, orientation is 0 REJECTED
Attempt 520: len is 5, x,y is 25,10, orientation is 1 REJECTED
Attempt 521: len is 4, x,y is 5,9, orientation is 2 REJECTED
Attempt 522: len is 6, x,y is 25,14, orientation is 3 REJECTED
Attempt 523: len is 6, x,y is 10,21, orientation is 2 REJECTED
Attempt 524: len is 5, x,y is 29,9, orientation is 3 REJECTED
Attempt 525: len is 4, x,y is 15,2, orientation is 1 REJECTED
Attempt 526: len is 4, x,y is 13,16, orientation is 0 REJECTED
Attempt 527: len is 4, x,y is 22,18, orientation is 2 REJECTED
Attempt 528: len is 5, x,y is 1,17, orientation is 1 REJECTED
Attempt 529: len is 6, x,y is 27,10, orientation is 1 REJECTED
Attempt 530: len is 5, x,y is 0,14, orientation is 2 REJECTED
Attempt 531: len is 3, x,y is 11,26, orientation is 0 REJECTED
Attempt 532: len is 3, x,y is 8,9, orientation is 0 REJECTED
Attempt 533: len is 5, x,y is 15,1, orientation is 1 REJECTED
Attempt 534: len is 3, x,y is 25,17, orientation is 1 REJECTED
Attempt 535: len is 3, x,y is 6,2, orientation is 2 REJECTED
Attempt 536: len is 3, x,y is 10,8, orientation is 3 REJECTED
Attempt 537: len is 7, x,y is 21,3, orientation is 3 REJECTED
Attempt 538: len is 7, x,y is 0,13, orientation is 1 REJECTED
Attempt 539: len is 7, x,y is 7,23, orientation is 0 REJECTED
Attempt 540: len is 4, x,y is 25,23, orientation is 2 REJECTED
Attempt 541: len is 4, x,y is 23,4, orientation is 1 REJECTED
Attempt 542: len is 6, x,y is 16,15, orientation is 2 REJECTED
Attempt 543: len is 5, x,y is 21,7, orientation is 1 REJECTED
Attempt 544: len is 6, x,y is 10,8, orientation is 0 REJECTED
Attempt 545: len is 6, x,y is 1,22, orientation is 2 REJECTED
Attempt 546: len is 4, x,y is 20,0, orientation is 3 REJECTED
Attempt 547: len is 3, x,y is 29,13, orientation is 2 REJECTED
Attempt 548: len is 5, x,y is 15,12, orientation is 3 REJECTED
Attempt 549: len is 3, x,y is 19,12, orientation is 0 REJECTED
Attempt 550: len is 5, x,y is 11,4, orientation is 1 REJECTED
Attempt 551: len is 3, x,y is 2,16, orientation is 0 REJECTED
Attempt 552: len is 3, x,y is 26,8, orientation is 2 REJECTED
Attempt 553: len is 7, x,y is 17,7, orientation is 3 REJECTED
Attempt 554: len is 6, x,y is 11,9, orientation is 2 REJECTED
Attempt 555: len is 7, x,y is 7,21, orientation is 1 REJECTED
Attempt 556: len is 4, x,y is 12,8, orientation is 1 REJECTED
Attempt 557: len is 4, x,y is 6,13, orientation is 2 REJECTED
Attempt 558: len is 4, x,y is 17,6, orientation is 1 REJECTED
Attempt 559: len is 7, x,y is 14,18, orientation is 3 REJECTED
Attempt 560: len is 5, x,y is 12,8, orientation is 1 REJECTED
Attempt 561: len is 4, x,y is 29,26, orientation is 2 REJECTED
Attempt 562: len is 4, x,y is 20,27, orientation is 1 REJECTED
Attempt 563: len is 6, x,y is 27,24, orientation is 0 REJECTED
Attempt 564: len is 6, x,y is 23,21, orientation is 1 REJECTED
Attempt 565: len is 6, x,y is 15,8, orientation is 0 REJECTED
Attempt 566: len is 5, x,y is 4,9, orientation is 3 REJECTED
Attempt 567: len is 6, x,y is 11,14, orientation is 1 REJECTED
Attempt 568: len is 3, x,y is 29,21, orientation is 0 REJECTED
Attempt 569: len is 4, x,y is 14,15, orientation is 3 REJECTED
Attempt 570: len is 5, x,y is 18,6, orientation is 2 REJECTED
Attempt 571: len is 7, x,y is 19,17, orientation is 0 REJECTED
Attempt 572: len is 3, x,y is 7,20, orientation is 1 REJECTED
Attempt 573: len is 7, x,y is 23,6, orientation is 1 REJECTED
Attempt 574: len is 7, x,y is 28,15, orientation is 2 REJECTED
Attempt 575: len is 6, x,y is 24,24, orientation is 0 REJECTED
Attempt 576: len is 7, x,y is 25,12, orientation is 3 REJECTED
Attempt 577: len is 6, x,y is 20,2, orientation is 3 REJECTED
Attempt 578: len is 7, x,y is 28,22, orientation is 1 REJECTED
Attempt 579: len is 5, x,y is 21,15, orientation is 1 REJECTED
Attempt 580: len is 3, x,y is 23,13, orientation is 1 REJECTED
Attempt 581: len is 7, x,y is 18,5, orientation is 1 REJECTED
Attempt 582: len is 5, x,y is 7,12, orientation is 0 REJECTED
Attempt 583: len is 6, x,y is 8,2, orientation is 0 REJECTED
Attempt 584: len is 3, x,y is 19,29, orientation is 3 REJECTED
Attempt 585: len is 4, x,y is 12,4, orientation is 1 REJECTED
Attempt 586: len is 4, x,y is 1,28, orientation is 1 REJECTED
Attempt 587: len is 6, x,y is 13,8, orientation is 3 REJECTED
Attempt 588: len is 5, x,y is 25,11, orientation is 3 REJECTED
Attempt 589: len is 5, x,y is 6,22, orientation is 0 REJECTED
Attempt 590: len is 5, x,y is 8,27, orientation is 1 REJECTED
Attempt 591: len is 7, x,y is 22,12, orientation is 0 REJECTED
Attempt 592: len is 6, x,y is 1,22, orientation is 3 REJECTED
Attempt 593: len is 4, x,y is 13,9, orientation is 2 REJECTED
Attempt 594: len is 3, x,y is 17,11, orientation is 2 REJECTED
Attempt 595: len is 7, x,y is 13,4, orientation is 1 REJECTED
Attempt 596: len is 7, x,y is 6,28, orientation is 1 REJECTED
Attempt 597: len is 7, x,y is 19,12, orientation is 1 REJECTED
Attempt 598: len is 3, x,y is 22,16, orientation is 3 REJECTED
Attempt 599: len is 4, x,y is 14,21, orientation is 3 REJECTED
Attempt 600: len is 5, x,y is 11,1, orientation is 1 REJECTED
Attempt 601: len is 5, x,y is 11,13, orientation is 3 REJECTED
Attempt 602: len is 7, x,y is 10,1, orientation is 1 REJECTED
Attempt 603: len is 3, x,y is 12,1, orientation is 1 REJECTED
Attempt 604: len is 4, x,y is 25,16, orientation is 3 REJECTED
Attempt 605: len is 4, x,y is 9,29, orientation is 2 REJECTED
Attempt 606: len is 5, x,y is 24,9, orientation is 1 REJECTED
Attempt 607: len is 4, x,y is 5,3, orientation is 2 REJECTED
Attempt 608: len is 3, x,y is 27,21, orientation is 3 REJECTED
Attempt 609: len is 4, x,y is 5,24, orientation is 1 REJECTED
Attempt 610: len is 5, x,y is 4,29, orientation is 2 REJECTED
Attempt 611: len is 7, x,y is 16,18, orientation is 2 REJECTED
Attempt 612: len is 5, x,y is 19,11, orientation is 2 REJECTED
Attempt 613: len is 3, x,y is 8,27, orientation is 0 REJECTED
Attempt 614: len is 7, x,y is 1,13, orientation is 3 REJECTED
Attempt 615: len is 7, x,y is 24,3, orientation is 3 REJECTED
Attempt 616: len is 6, x,y is 12,12, orientation is 0 REJECTED
Attempt 617: len is 5, x,y is 17,10, orientation is 3 REJECTED
Attempt 618: len is 7, x,y is 0,22, orientation is 3 REJECTED
Attempt 619: len is 6, x,y is 20,16, orientation is 1 REJECTED
Attempt 620: len is 6, x,y is 22,17, orientation is 3 REJECTED
Attempt 621: len is 5, x,y is 21,1, orientation is 3 REJECTED
Attempt 622: len is 6, x,y is 29,8, orientation is 2 REJECTED
Attempt 623: len is 5, x,y is 24,14, orientation is 2 REJECTED
Attempt 624: len is 3, x,y is 27,21, orientation is 3 REJECTED
Attempt 625: len is 3, x,y is 2,24, orientation is 1 REJECTED
Attempt 626: len is 3, x,y is 29,2, orientation is 0 REJECTED
Attempt 627: len is 6, x,y is 10,0, orientation is 2 REJECTED
Attempt 628: len is 5, x,y is 28,6, orientation is 0 REJECTED
Attempt 629: len is 3, x,y is 28,4, orientation is 0 REJECTED
Attempt 630: len is 6, x,y is 7,11, orientation is 0 REJECTED
Attempt 631: len is 7, x,y is 19,27, orientation is 2 REJECTED
Attempt 632: len is 6, x,y is 0,29, orientation is 3 REJECTED
Attempt 633: len is 5, x,y is 2,22, orientation is 0 REJECTED
Attempt 634: len is 5, x,y is 28,0, orientation is 0 REJECTED
Attempt 635: len is 6, x,y is 0,6, orientation is 1 REJECTED
Attempt 636: len is 7, x,y is 28,16, orientation is 3 REJECTED
Attempt 637: len is 4, x,y is 29,25, orientation is 0 REJECTED
Attempt 638: len is 7, x,y is 23,1, orientation is 2 REJECTED
Attempt 639: len is 4, x,y is 6,5, orientation is 0 REJECTED
Attempt 640: len is 7, x,y is 18,28, orientation is 3 REJECTED
Attempt 641: len is 6, x,y is 24,11, orientation is 3 REJECTED
Attempt 642: len is 7, x,y is 25,16, orientation is 3 REJECTED
Attempt 643: len is 4, x,y is 5,27, orientation is 1 REJECTED
Attempt 644: len is 4, x,y is 4,11, orientation is 3 REJECTED
Attempt 645: len is 4, x,y is 25,27, orientation is 3 REJECTED
Attempt 646: len is 4, x,y is 12,7, orientation is 1 REJECTED
Attempt 647: len is 4, x,y is 23,16, orientation is 0 REJECTED
Attempt 648: len is 6, x,y is 21,20, orientation is 3 REJECTED
Attempt 649: len is 6, x,y is 6,16, orientation is 1 REJECTED
Attempt 650: len is 6, x,y is 22,8, orientation is 1 REJECTED
Attempt 651: len is 7, x,y is 16,21, orientation is 3 REJECTED
Attempt 652: len is 4, x,y is 10,16, orientation is 0 REJECTED
Attempt 653: len is 3, x,y is 16,27, orientation is 2 REJECTED
Attempt 654: len is 3, x,y is 5,19, orientation is 0 REJECTED
Attempt 655: len is 5, x,y is 12,29, orientation is 1 REJECTED
Attempt 656: len is 7, x,y is 27,22, orientation is 1 REJECTED
Attempt 657: len is 3, x,y is 5,16, orientation is 1 REJECTED
Attempt 658: len is 5, x,y is 28,14, orientation is 2 REJECTED
Attempt 659: len is 4, x,y is 18,10, orientation is 0 REJECTED
Attempt 660: len is 5, x,y is 9,27, orientation is 2 REJECTED
Attempt 661: len is 6, x,y is 27,10, orientation is 3 REJECTED
Attempt 662: len is 6, x,y is 9,6, orientation is 2 REJECTED
Attempt 663: len is 5, x,y is 27,5, orientation is 2 REJECTED
Attempt 664: len is 7, x,y is 25,23, orientation is 0 REJECTED
Attempt 665: len is 5, x,y is 12,10, orientation is 0 REJECTED
Attempt 666: len is 6, x,y is 29,29, orientation is 3 REJECTED
Attempt 667: len is 5, x,y is 24,25, orientation is 1 REJECTED
Attempt 668: len is 6, x,y is 28,24, orientation is 3 REJECTED
Attempt 669: len is 3, x,y is 27,19, orientation is 3 REJECTED
Attempt 670: len is 3, x,y is 21,13, orientation is 3 REJECTED
Attempt 671: len is 5, x,y is 21,18, orientation is 3 REJECTED
Attempt 672: len is 3, x,y is 21,10, orientation is 2 REJECTED
Attempt 673: len is 6, x,y is 17,6, orientation is 0 REJECTED
Attempt 674: len is 4, x,y is 11,6, orientation is 0 REJECTED
Attempt 675: len is 3, x,y is 21,21, orientation is 2 REJECTED
Attempt 676: len is 6, x,y is 11,24, orientation is 2 REJECTED
Attempt 677: len is 3, x,y is 25,6, orientation is 1 REJECTED
Attempt 678: len is 6, x,y is 5,13, orientation is 3 REJECTED
Attempt 679: len is 6, x,y is 29,7, orientation is 2 REJECTED
Attempt 680: len is 5, x,y is 18,25, orientation is 2 REJECTED
Attempt 681: len is 7, x,y is 12,8, orientation is 2 REJECTED
Attempt 682: len is 7, x,y is 26,23, orientation is 0 REJECTED
Attempt 683: len is 7, x,y is 1,12, orientation is 1 REJECTED
Attempt 684: len is 4, x,y is 2,19, orientation is 2 REJECTED
Attempt 685: len is 7, x,y is 28,6, orientation is 3 REJECTED
Attempt 686: len is 7, x,y is 1,10, orientation is 2 REJECTED
Attempt 687: len is 3, x,y is 6,11, orientation is 0 REJECTED
Attempt 688: len is 4, x,y is 27,14, orientation is 2 REJECTED
Attempt 689: len is 5, x,y is 22,14, orientation is 1 REJECTED
Attempt 690: len is 7, x,y is 8,14, orientation is 1 REJECTED
Attempt 691: len is 5, x,y is 25,20, orientation is 1 REJECTED
Attempt 692: len is 5, x,y is 22,10, orientation is 1 REJECTED
Attempt 693: len is 7, x,y is 8,7, orientation is 0 REJECTED
Attempt 694: len is 4, x,y is 14,17, orientation is 1 REJECTED
Attempt 695: len is 7, x,y is 11,26, orientation is 0 REJECTED
Attempt 696: len is 5, x,y is 0,16, orientation is 1 REJECTED
Attempt 697: len is 4, x,y is 2,3, orientation is 2 REJECTED
Attempt 698: len is 7, x,y is 10,7, orientation is 1 REJECTED
Attempt 699: len is 7, x,y is 5,17, orientation is 0 REJECTED
Attempt 700: len is 7, x,y is 2,17, orientation is 0 REJECTED
Attempt 701: len is 7, x,y is 5,19, orientation is 3 REJECTED
Attempt 702: len is 5, x,y is 24,29, orientation is 0 REJECTED
Attempt 703: len is 4, x,y is 1,20, orientation is 2 REJECTED
Attempt 704: len is 7, x,y is 26,9, orientation is 2 REJECTED
Attempt 705: len is 5, x,y is 16,5, orientation is 3 REJECTED
Attempt 706: len is 6, x,y is 5,2, orientation is 0 REJECTED
Attempt 707: len is 5, x,y is 2,3, orientation is 2 REJECTED
Attempt 708: len is 5, x,y is 21,13, orientation is 3 REJECTED
Attempt 709: len is 6, x,y is 6,28, orientation is 0 REJECTED
Attempt 710: len is 5, x,y is 28,7, orientation is 0 REJECTED
Attempt 711: len is 3, x,y is 9,9, orientation is 0 REJECTED
Attempt 712: len is 6, x,y is 23,21, orientation is 1 REJECTED
Attempt 713: len is 7, x,y is 20,7, orientation is 1 REJECTED
Attempt 714: len is 3, x,y is 13,12, orientation is 2 REJECTED
Attempt 715: len is 6, x,y is 11,1, orientation is 1 REJECTED
Attempt 716: len is 3, x,y is 28,15, orientation is 0 REJECTED
Attempt 717: len is 4, x,y is 22,17, orientation is 3 REJECTED
Attempt 718: len is 4, x,y is 2,21, orientation is 3 REJECTED
Attempt 719: len is 6, x,y is 4,22, orientation is 0 REJECTED
Attempt 720: len is 3, x,y is 5,6, orientation is 1 REJECTED
Attempt 721: len is 4, x,y is 10,27, orientation is 1 REJECTED
Attempt 722: len is 5, x,y is 9,21, orientation is 0 REJECTED
Attempt 723: len is 3, x,y is 17,15, orientation is 3 REJECTED
Attempt 724: len is 5, x,y is 16,29, orientation is 0 REJECTED
Attempt 725: len is 6, x,y is 15,9, orientation is 2 REJECTED
Attempt 726: len is 6, x,y is 2,28, orientation is 2 REJECTED
Attempt 727: len is 5, x,y is 8,25, orientation is 2 REJECTED
Attempt 728: len is 4, x,y is 15,17, orientation is 3 REJECTED
Attempt 729: len is 4, x,y is 20,16, orientation is 2 REJECTED
Attempt 730: len is 3, x,y is 20,13, orientation is 3 REJECTED
Attempt 731: len is 5, x,y is 13,15, orientation is 0 REJECTED
Attempt 732: len is 6, x,y is 1,21, orientation is 3 REJECTED
Attempt 733: len is 4, x,y is 5,10, orientation is 1 REJECTED
Attempt 734: len is 3, x,y is 1,28, orientation is 0 REJECTED
Attempt 735: len is 7, x,y is 11,8, orientation is 3 REJECTED
Attempt 736: len is 4, x,y is 22,28, orientation is 1 REJECTED
Attempt 737: len is 5, x,y is 22,28, orientation is 2 REJECTED
Attempt 738: len is 4, x,y is 8,13, orientation is 0 REJECTED
Attempt 739: len is 6, x,y is 8,4, orientation is 2 REJECTED
Attempt 740: len is 5, x,y is 26,24, orientation is 0 REJECTED
Attempt 741: len is 7, x,y is 8,18, orientation is 2 REJECTED
Attempt 742: len is 7, x,y is 29,7, orientation is 0 REJECTED
Attempt 743: len is 5, x,y is 19,4, orientation is 2 REJECTED
Attempt 744: len is 5, x,y is 23,27, orientation is 3 REJECTED
Attempt 745: len is 5, x,y is 10,27, orientation is 3 REJECTED
Attempt 746: len is 3, x,y is 17,21, orientation is 3 REJECTED
Attempt 747: len is 4, x,y is 3,21, orientation is 1 REJECTED
Attempt 748: len is 5, x,y is 12,15, orientation is 3 REJECTED
Attempt 749: len is 4, x,y is 20,16, orientation is 0 REJECTED
Attempt 750: len is 4, x,y is 14,6, orientation is 0 REJECTED
Attempt 751: len is 7, x,y is 27,19, orientation is 2 REJECTED
Attempt 752: len is 5, x,y is 11,19, orientation is 2 REJECTED
Attempt 753: len is 6, x,y is 7,6, orientation is 0 REJECTED
Attempt 754: len is 3, x,y is 10,20, orientation is 2 REJECTED
Attempt 755: len is 7, x,y is 26,6, orientation is 1 REJECTED
Attempt 756: len is 4, x,y is 28,25, orientation is 0 REJECTED
Attempt 757: len is 6, x,y is 11,21, orientation is 0 REJECTED
Attempt 758: len is 7, x,y is 3,1, orientation is 3 REJECTED
Attempt 759: len is 4, x,y is 21,2, orientation is 3 REJECTED
Attempt 760: len is 4, x,y is 10,0, orientation is 0 ACCEPTED
Attempt 761: len is 4, x,y is 24,28, orientation is 0 ACCEPTED
Attempt 762: len is 3, x,y is 1,24, orientation is 0 REJECTED
Attempt 763: len is 4, x,y is 16,0, orientation is 2 REJECTED
Attempt 764: len is 3, x,y is 7,11, orientation is 0 REJECTED
Attempt 765: len is 7, x,y is 12,11, orientation is 0 REJECTED
Attempt 766: len is 5, x,y is 6,23, orientation is 3 REJECTED
Attempt 767: len is 4, x,y is 0,1, orientation is 1 REJECTED
Attempt 768: len is 6, x,y is 11,28, orientation is 2 REJECTED
Attempt 769: len is 3, x,y is 1,13, orientation is 0 REJECTED
Attempt 770: len is 5, x,y is 20,25, orientation is 0 REJECTED
Attempt 771: len is 3, x,y is 27,9, orientation is 1 REJECTED
Attempt 772: len is 5, x,y is 6,25, orientation is 0 REJECTED
Attempt 773: len is 5, x,y is 9,24, orientation is 0 REJECTED
Attempt 774: len is 6, x,y is 6,24, orientation is 3 REJECTED
Attempt 775: len is 3, x,y is 20,10, orientation is 0 REJECTED
Attempt 776: len is 4, x,y is 5,7, orientation is 3 REJECTED
Attempt 777: len is 4, x,y is 0,8, orientation is 1 ACCEPTED
Attempt 778: len is 6, x,y is 14,23, orientation is 2 REJECTED
Attempt 779: len is 5, x,y is 10,9, orientation is 1 REJECTED
Attempt 780: len is 7, x,y is 29,7, orientation is 2 REJECTED
Attempt 781: len is 4, x,y is 0,24, orientation is 1 REJECTED
Attempt 782: len is 3, x,y is 11,20, orientation is 1 REJECTED
Attempt 783: len is 6, x,y is 28,13, orientation is 0 REJECTED
Attempt 784: len is 4, x,y is 21,1, orientation is 2 REJECTED
Attempt 785: len is 5, x,y is 26,15, orientation is 0 REJECTED
Attempt 786: len is 6, x,y is 16,25, orientation is 0 REJECTED
Attempt 787: len is 3, x,y is 18,8, orientation is 1 REJECTED
Attempt 788: len is 5, x,y is 6,4, orientation is 1 REJECTED
Attempt 789: len is 6, x,y is 8,0, orientation is 2 REJECTED
Attempt 790: len is 3, x,y is 28,0, orientation is 0 REJECTED
Attempt 791: len is 6, x,y is 9,16, orientation is 3 REJECTED
Attempt 792: len is 3, x,y is 24,21, orientation is 0 REJECTED
Attempt 793: len is 6, x,y is 5,22, orientation is 0 REJECTED
Attempt 794: len is 7, x,y is 18,20, orientation is 0 REJECTED
Attempt 795: len is 3, x,y is 25,16, orientation is 3 REJECTED
Attempt 796: len is 6, x,y is 19,22, orientation is 0 REJECTED
Attempt 797: len is 6, x,y is 9,10, orientation is 3 REJECTED
Attempt 798: len is 6, x,y is 8,24, orientation is 0 REJECTED
Attempt 799: len is 6, x,y is 26,12, orientation is 3 REJECTED
Attempt 800: len is 3, x,y is 3,11, orientation is 1 REJECTED
Attempt 801: len is 3, x,y is 25,25, orientation is 2 REJECTED
Attempt 802: len is 5, x,y is 18,6, orientation is 2 REJECTED
Attempt 803: len is 4, x,y is 28,12, orientation is 0 REJECTED
Attempt 804: len is 7, x,y is 19,13, orientation is 1 REJECTED
Attempt 805: len is 5, x,y is 16,26, orientation is 0 REJECTED
Attempt 806: len is 5, x,y is 4,13, orientation is 3 REJECTED
Attempt 807: len is 3, x,y is 22,5, orientation is 2 REJECTED
Attempt 808: len is 5, x,y is 15,15, orientation is 0 REJECTED
Attempt 809: len is 3, x,y is 9,15, orientation is 2 REJECTED
Attempt 810: len is 6, x,y is 7,4, orientation is 1 REJECTED
Attempt 811: len is 4, x,y is 22,3, orientation is 3 REJECTED
Attempt 812: len is 5, x,y is 19,10, orientation is 3 REJECTED
Attempt 813: len is 7, x,y is 7,17, orientation is 3 REJECTED
Attempt 814: len is 6, x,y is 10,18, orientation is 3 REJECTED
Attempt 815: len is 3, x,y is 27,6, orientation is 3 REJECTED
Attempt 816: len is 6, x,y is 14,15, orientation is 3 REJECTED
Attempt 817: len is 4, x,y is 22,24, orientation is 0 REJECTED
Attempt 818: len is 7, x,y is 6,28, orientation is 0 REJECTED
